allele,gene_family,whitelisted_taxa,product_name,scope,type,subtype,class,subclass,refseq_protein_accession,refseq_nucleotide_accession,curated_refseq_start,genbank_protein_accession,genbank_nucleotide_accession,genbank_strand,genbank_start,genbank_stop,refseq_strand,refseq_start,refseq_stop,pubmed_reference,blacklisted_taxa,synonyms,hierarchy_node,db_version,refseq_parent_taxon,refseq_protein,refseq_parent_taxon2,refseq_gene,refseq_protein2,refseq_genome,refseq_organism,refseq_tax_id,genbank_organism,genbank_strain,genbank_organism2,genbank_strain2,genbank_tax_id,strain,parent_taxon
blaOXA-107,blaOXA,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-107,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_046661070.1,NG_049399.1,No,ABV31687.1,EF650033.1,+,1,825,+,1.0,825.0,17391399,,,blaOXA-107,2024-01-31.1,Acinetobacter baumannii,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-107,Acinetobacter baumannii,Acinetobacter baumannii A424 blaOXA,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-107,,Acinetobacter baumannii A424,taxon:1082934,Acinetobacter baumannii A424,A424,Acinetobacter baumannii A424,A424,taxon:1082934,Acinetobacter baumannii A424,http://www.wikidata.org/entity/Q3241189
blaOXA-136,blaOXA,,OXA-63 family oxacillin-hydrolyzing class D beta-lactamase OXA-136,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_013244277.1,NG_049435.1,No,ABW76134.1,EU086830.1,+,89,898,+,89.0,898.0,18719182,,,blaOXA-136,2024-01-31.1,Brachyspira pilosicoli,OXA-63 family oxacillin-hydrolyzing class D beta-lactamase OXA-136,Brachyspira pilosicoli,Brachyspira pilosicoli WesB Wes B blaOXA,OXA-63 family oxacillin-hydrolyzing class D beta-lactamase OXA-136,,Brachyspira pilosicoli WesB,taxon:1161918,Brachyspira pilosicoli WesB,WesB,Brachyspira pilosicoli WesB,WesB,taxon:1161918,Brachyspira pilosicoli WesB,http://www.wikidata.org/entity/Q4953571
blaOXA-158,blaOXA,,OXA-62 family carbapenem-hydrolyzing class D beta-lactamase OXA-158,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_063861081.1,NG_049457.1,No,ALA99192.1,KP771986.1,+,1029,1880,+,101.0,952.0,26349828,,,blaOXA-158,2024-01-31.1,Pandoraea sp. Va8523,OXA-62 family carbapenem-hydrolyzing class D beta-lactamase OXA-158,Pandoraea sp. Va8523,Pandoraea sp. Va8523 blaOXA,OXA-62 family carbapenem-hydrolyzing class D beta-lactamase OXA-158,,Pandoraea sp. Va8523,taxon:1705920,Pandoraea sp. Va8523,Va8523,Pandoraea sp. Va8523,Va8523,taxon:1705920,Pandoraea sp. Va8523,http://www.wikidata.org/entity/Q16987258
blaOXA-159,blaOXA,,OXA-62 family carbapenem-hydrolyzing class D beta-lactamase OXA-159,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_063861087.1,NG_049458.1,No,ALA99193.1,KP771987.1,+,120,971,+,101.0,952.0,26349828,,,blaOXA-159,2024-01-31.1,Pandoraea sp. HD7676,OXA-62 family carbapenem-hydrolyzing class D beta-lactamase OXA-159,Pandoraea sp. HD7676,Pandoraea sp. HD7676 blaOXA,OXA-62 family carbapenem-hydrolyzing class D beta-lactamase OXA-159,,Pandoraea sp. HD7676,taxon:1705919,Pandoraea sp. HD7676,HD7676,Pandoraea sp. HD7676,HD7676,taxon:1705919,Pandoraea sp. HD7676,http://www.wikidata.org/entity/Q16987258
blaOXA-193,blaOXA,,OXA-61 family class D beta-lactamase OXA-193,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_002783228.1,NG_049489.1,No,CAL34450.1,AL111168.1,+,273321,274094,+,101.0,874.0,,,,blaOXA-193,2024-01-31.1,Campylobacter,OXA-61 family class D beta-lactamase OXA-193,Campylobacter,Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819 blaOXA,OXA-61 family class D beta-lactamase OXA-193,,Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819,taxon:192222,Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819,NCTC 11168,Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819,NCTC 11168,taxon:192222,Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819,http://www.wikidata.org/entity/Q265488
blaOXA-259,blaOXA,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-259,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_001021784.1,NG_049554.1,No,ENW61294.1,APRC01000020.1,+,298695,299519,+,101.0,925.0,24277043,,,blaOXA-259,2024-01-31.1,Acinetobacter baumannii,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-259,Acinetobacter baumannii,Acinetobacter baumannii NIPH 70 blaOXA,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-259,,Acinetobacter baumannii NIPH 70,taxon:1217628,Acinetobacter baumannii NIPH 70,NIPH 70,Acinetobacter baumannii NIPH 70,NIPH 70,taxon:1217628,Acinetobacter baumannii NIPH 70,http://www.wikidata.org/entity/Q3241189
blaOXA-260,blaOXA,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-260,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_004715243.1,NG_049556.1,No,ENU54757.1,APOR01000009.1,+,341737,342561,+,101.0,925.0,24277043,,,blaOXA-260,2024-01-31.1,Acinetobacter baumannii,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-260,Acinetobacter baumannii,Acinetobacter baumannii NIPH 1362 blaOXA,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-260,,Acinetobacter baumannii NIPH 1362,taxon:1217642,Acinetobacter baumannii NIPH 1362,NIPH 1362,Acinetobacter baumannii NIPH 1362,NIPH 1362,taxon:1217642,Acinetobacter baumannii NIPH 1362,http://www.wikidata.org/entity/Q3241189
blaOXA-261,blaOXA,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-261,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_005111033.1,NG_049557.1,No,ENW35072.1,APQV01000009.1,+,266253,267077,+,101.0,925.0,24277043,,,blaOXA-261,2024-01-31.1,Acinetobacter baumannii,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-261,Acinetobacter baumannii,Acinetobacter baumannii NIPH 201 blaOXA,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-261,,Acinetobacter baumannii NIPH 201,taxon:1217630,Acinetobacter baumannii NIPH 201,NIPH 201,Acinetobacter baumannii NIPH 201,NIPH 201,taxon:1217630,Acinetobacter baumannii NIPH 201,http://www.wikidata.org/entity/Q3241189
blaOXA-262,blaOXA,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-262,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_005132156.1,NG_049558.1,No,ENW50687.1,APRA01000005.1,+,465154,465978,+,101.0,925.0,24277043,,,blaOXA-262,2024-01-31.1,Acinetobacter baumannii,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-262,Acinetobacter baumannii,Acinetobacter baumannii NIPH 67 blaOXA,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-262,,Acinetobacter baumannii NIPH 67,taxon:1217627,Acinetobacter baumannii NIPH 67,NIPH 67,Acinetobacter baumannii NIPH 67,NIPH 67,taxon:1217627,Acinetobacter baumannii NIPH 67,http://www.wikidata.org/entity/Q3241189
blaOXA-263,blaOXA,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-263,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_002133528.1,NG_049559.1,No,ENW43915.1,APQY01000006.1,+,416599,417423,+,101.0,925.0,24277043,,,blaOXA-263,2024-01-31.1,Acinetobacter baumannii,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-263,Acinetobacter baumannii,Acinetobacter baumannii NIPH 329 blaOXA,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-263,,Acinetobacter baumannii NIPH 329,taxon:1217632,Acinetobacter baumannii NIPH 329,NIPH 329,Acinetobacter baumannii NIPH 329,NIPH 329,taxon:1217632,Acinetobacter baumannii NIPH 329,http://www.wikidata.org/entity/Q3241189
blaOXA-264,blaOXA,,OXA-214 family carbapenem-hydrolyzing class D beta-lactamase OXA-264,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_005087154.1,NG_049560.1,No,ENW20318.1,APQQ01000012.1,-,286901,287728,+,101.0,928.0,24277043,,,blaOXA-264,2024-01-31.1,Acinetobacter haemolyticus,OXA-214 family carbapenem-hydrolyzing class D beta-lactamase OXA-264,Acinetobacter haemolyticus,Acinetobacter haemolyticus CIP 64.3 blaOXA,OXA-214 family carbapenem-hydrolyzing class D beta-lactamase OXA-264,,Acinetobacter haemolyticus CIP 64.3 = MTCC 9819,taxon:1217659,Acinetobacter haemolyticus CIP 64.3 = MTCC 9819,CIP 64.3,Acinetobacter haemolyticus CIP 64.3 = MTCC 9819,CIP 64.3,taxon:1217659,Acinetobacter haemolyticus CIP 64.3 = MTCC 9819,http://www.wikidata.org/entity/Q16824990
blaOXA-265,blaOXA,,OXA-214 family carbapenem-hydrolyzing class D beta-lactamase OXA-265,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_005088661.1,NG_049561.1,No,ENW22086.1,APQR01000003.1,-,1886,2713,+,101.0,928.0,24277043,,,blaOXA-265,2024-01-31.1,Acinetobacter haemolyticus,OXA-214 family carbapenem-hydrolyzing class D beta-lactamase OXA-265,Acinetobacter haemolyticus,Acinetobacter haemolyticus NIPH 261 blaOXA,OXA-214 family carbapenem-hydrolyzing class D beta-lactamase OXA-265,,Acinetobacter haemolyticus NIPH 261,taxon:1217986,Acinetobacter haemolyticus NIPH 261,NIPH 261,Acinetobacter haemolyticus NIPH 261,NIPH 261,taxon:1217986,Acinetobacter haemolyticus NIPH 261,http://www.wikidata.org/entity/Q16824990
blaOXA-266,blaOXA,,class D beta-lactamase OXA-266,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_004878009.1,NG_049562.1,No,ENV38192.1,APPO01000008.1,-,267573,268400,+,101.0,928.0,24277043,,,blaOXA-266,2024-01-31.1,Acinetobacter venetianus,class D beta-lactamase OXA-266,Acinetobacter venetianus,Acinetobacter venetianus RAG-1 = CIP 110063 blaOXA,class D beta-lactamase OXA-266,,Acinetobacter venetianus RAG-1 = CIP 110063,taxon:1191460,Acinetobacter venetianus RAG-1 = CIP 110063,CIP 110063,Acinetobacter venetianus RAG-1 = CIP 110063,CIP 110063,taxon:1191460,Acinetobacter venetianus RAG-1 = CIP 110063,http://www.wikidata.org/entity/Q16825053
blaOXA-267,blaOXA,,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-267,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_005041180.1,NG_049563.1,No,ENV93423.1,APQH01000006.1,+,1454174,1454995,+,101.0,922.0,24277043,,,blaOXA-267,2024-01-31.1,Acinetobacter calcoaceticus,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-267,Acinetobacter calcoaceticus,Acinetobacter calcoaceticus ANC 3680 blaOXA,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-267,,Acinetobacter calcoaceticus ANC 3680,taxon:1217653,Acinetobacter calcoaceticus ANC 3680,ANC 3680,Acinetobacter calcoaceticus ANC 3680,ANC 3680,taxon:1217653,Acinetobacter calcoaceticus ANC 3680,http://www.wikidata.org/entity/Q4674168
blaOXA-268,blaOXA,,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-268,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_003651390.1,NG_049564.1,No,ENU09033.1,APOE01000008.1,-,972089,972910,+,101.0,922.0,24277043,,,blaOXA-268,2024-01-31.1,Acinetobacter calcoaceticus,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-268,Acinetobacter calcoaceticus,Acinetobacter calcoaceticus NIPH 13 blaOXA,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-268,,Acinetobacter calcoaceticus NIPH 13,taxon:1217654,Acinetobacter calcoaceticus NIPH 13,NIPH 13,Acinetobacter calcoaceticus NIPH 13,NIPH 13,taxon:1217654,Acinetobacter calcoaceticus NIPH 13,http://www.wikidata.org/entity/Q4674168
blaOXA-269,blaOXA,,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-269,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_016138346.1,NG_049565.1,No,EOQ63861.1,APQJ01000007.1,+,349334,350155,+,101.0,922.0,24277043,,,blaOXA-269,2024-01-31.1,Acinetobacter calcoaceticus,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-269,Acinetobacter calcoaceticus,Acinetobacter calcoaceticus ANC 3811 blaOXA,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-269,,Acinetobacter calcoaceticus ANC 3811,taxon:1217690,Acinetobacter calcoaceticus ANC 3811,ANC 3811,Acinetobacter calcoaceticus ANC 3811,ANC 3811,taxon:1217690,Acinetobacter calcoaceticus ANC 3811,http://www.wikidata.org/entity/Q4674168
blaOXA-270,blaOXA,,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-270,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_016141238.1,NG_049567.1,No,EOQ69512.1,APQM01000006.1,+,256343,257164,+,101.0,922.0,24277043,,,blaOXA-270,2024-01-31.1,Acinetobacter pittii,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-270,Acinetobacter pittii,Acinetobacter pittii ANC 4050 blaOXA,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-270,,Acinetobacter pittii ANC 4050,taxon:1217691,Acinetobacter pittii ANC 4050,ANC 4050,Acinetobacter pittii ANC 4050,ANC 4050,taxon:1217691,Acinetobacter pittii ANC 4050,http://www.wikidata.org/entity/Q16825015
blaOXA-272,blaOXA,,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-272,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_005076320.1,NG_049569.1,No,ENW16915.1,APQP01000003.1,+,306252,307073,+,101.0,922.0,24277043,,,blaOXA-272,2024-01-31.1,Acinetobacter pittii,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-272,Acinetobacter pittii,Acinetobacter pittii ATCC 19004 = CIP 70.29 blaOXA,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-272,,Acinetobacter pittii ATCC 19004 = CIP 70.29,taxon:1311774,Acinetobacter pittii ATCC 19004 = CIP 70.29,CIP 70.29,Acinetobacter pittii ATCC 19004 = CIP 70.29,CIP 70.29,taxon:1311774,Acinetobacter pittii ATCC 19004 = CIP 70.29,http://www.wikidata.org/entity/Q16825015
blaOXA-273,blaOXA,,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-273,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_005069609.1,NG_049570.1,No,ENW12288.1,APQN01000012.1,+,1170133,1170954,+,101.0,922.0,24277043,,,blaOXA-273,2024-01-31.1,Acinetobacter,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-273,Acinetobacter,Acinetobacter pittii ANC 3678 blaOXA,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-273,,Acinetobacter pittii ANC 3678,taxon:1217673,Acinetobacter pittii ANC 3678,ANC 3678,Acinetobacter pittii ANC 3678,ANC 3678,taxon:1217673,Acinetobacter pittii ANC 3678,http://www.wikidata.org/entity/Q16825015
blaOXA-274,blaOXA,,OXA-274 family carbapenem-hydrolyzing class D beta-lactamase OXA-274,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_004725235.1,NG_049571.1,No,ENU56528.1,APOS01000038.1,+,15524,16369,+,101.0,946.0,,,,blaOXA-274,2024-01-31.1,Acinetobacter guillouiae,OXA-274 family carbapenem-hydrolyzing class D beta-lactamase OXA-274,Acinetobacter guillouiae,Acinetobacter guillouiae CIP 63.46 blaOXA,OXA-274 family carbapenem-hydrolyzing class D beta-lactamase OXA-274,,Acinetobacter guillouiae CIP 63.46,taxon:1217655,Acinetobacter guillouiae CIP 63.46,CIP 63.46,Acinetobacter guillouiae CIP 63.46,CIP 63.46,taxon:1217655,Acinetobacter guillouiae CIP 63.46,http://www.wikidata.org/entity/Q2823348
blaOXA-275,blaOXA,,OXA-274 family carbapenem-hydrolyzing class D beta-lactamase OXA-275,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_004816501.1,NG_049572.1,No,ENV18923.1,APPJ01000001.1,+,17228,18073,+,101.0,946.0,24277043,,,blaOXA-275,2024-01-31.1,Acinetobacter,OXA-274 family carbapenem-hydrolyzing class D beta-lactamase OXA-275,Acinetobacter,Acinetobacter guillouiae NIPH 991 blaOXA,OXA-274 family carbapenem-hydrolyzing class D beta-lactamase OXA-275,,Acinetobacter guillouiae NIPH 991,taxon:1217656,Acinetobacter guillouiae NIPH 991,NIPH 991,Acinetobacter guillouiae NIPH 991,NIPH 991,taxon:1217656,Acinetobacter guillouiae NIPH 991,http://www.wikidata.org/entity/Q2823348
blaOXA-276,blaOXA,,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-276,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_004814035.1,NG_049573.1,No,ENV13583.1,APPI01000013.1,-,54644,55474,+,101.0,931.0,24277043,,,blaOXA-276,2024-01-31.1,Acinetobacter,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-276,Acinetobacter,Acinetobacter schindleri NIPH 900 blaOXA,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-276,,Acinetobacter schindleri NIPH 900,taxon:1217675,Acinetobacter schindleri NIPH 900,NIPH 900,Acinetobacter schindleri NIPH 900,NIPH 900,taxon:1217675,Acinetobacter schindleri NIPH 900,http://www.wikidata.org/entity/Q16825028
blaOXA-277,blaOXA,,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-277,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_004897444.1,NG_049574.1,No,ENV45890.1,APPQ01000011.1,+,9161,9991,+,101.0,931.0,24277043,,,blaOXA-277,2024-01-31.1,Acinetobacter schindleri,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-277,Acinetobacter schindleri,Acinetobacter schindleri CIP 107287 blaOXA,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-277,,Acinetobacter schindleri CIP 107287,taxon:1217988,Acinetobacter schindleri CIP 107287,CIP 107287,Acinetobacter schindleri CIP 107287,CIP 107287,taxon:1217988,Acinetobacter schindleri CIP 107287,http://www.wikidata.org/entity/Q16825028
blaOXA-279,blaOXA,,class D beta-lactamase OXA-279,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_004683508.1,NG_049576.1,No,ENU35234.1,APOM01000058.1,-,54863,55702,+,101.0,940.0,24277043,,,blaOXA-279,2024-01-31.1,Acinetobacter,class D beta-lactamase OXA-279,Acinetobacter,Acinetobacter parvus DSM 16617 = CIP 108168 blaOXA,class D beta-lactamase OXA-279,,Acinetobacter parvus DSM 16617 = CIP 108168,taxon:981333,Acinetobacter parvus DSM 16617 = CIP 108168,CIP 108168,Acinetobacter parvus DSM 16617 = CIP 108168,CIP 108168,taxon:981333,Acinetobacter parvus DSM 16617 = CIP 108168,http://www.wikidata.org/entity/Q16825011
blaOXA-280,blaOXA,,OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-280,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_004977701.1,NG_049578.1,No,ENV74419.1,APPZ01000001.1,+,7526,8353,+,101.0,928.0,24277043,,,blaOXA-280,2024-01-31.1,Acinetobacter,OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-280,Acinetobacter,Acinetobacter johnsonii ANC 3681 blaOXA,OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-280,,Acinetobacter johnsonii ANC 3681,taxon:1217662,Acinetobacter johnsonii ANC 3681,ANC 3681,Acinetobacter johnsonii ANC 3681,ANC 3681,taxon:1217662,Acinetobacter johnsonii ANC 3681,http://www.wikidata.org/entity/Q16991480
blaOXA-281,blaOXA,,OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-281,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_004697403.1,NG_049579.1,No,ENU38533.1,APON01000041.1,+,10444,11268,+,101.0,925.0,24277043,,,blaOXA-281,2024-01-31.1,Acinetobacter johnsonii,OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-281,Acinetobacter johnsonii,Acinetobacter johnsonii CIP 64.6 blaOXA,OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-281,,Acinetobacter johnsonii CIP 64.6,taxon:1217663,Acinetobacter johnsonii CIP 64.6,CIP 64.6,Acinetobacter johnsonii CIP 64.6,CIP 64.6,taxon:1217663,Acinetobacter johnsonii CIP 64.6,http://www.wikidata.org/entity/Q16991480
blaOXA-299,blaOXA,,class D beta-lactamase OXA-299,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_005011312.1,NG_049594.1,No,ENV82218.1,APQD01000016.1,+,31096,31929,+,101.0,934.0,24277043,,,blaOXA-299,2024-01-31.1,Acinetobacter bouvetii,class D beta-lactamase OXA-299,Acinetobacter bouvetii,Acinetobacter bouvetii DSM 14964 = CIP 107468 blaOXA,class D beta-lactamase OXA-299,,Acinetobacter bouvetii DSM 14964 = CIP 107468,taxon:1120925,Acinetobacter bouvetii DSM 14964 = CIP 107468,CIP 107468,Acinetobacter bouvetii DSM 14964 = CIP 107468,CIP 107468,taxon:1120925,Acinetobacter bouvetii DSM 14964 = CIP 107468,http://www.wikidata.org/entity/Q16824973
blaOXA-300,blaOXA,,OXA-229 family carbapenem-hydrolyzing class D beta-lactamase OXA-300,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_004825629.1,NG_049596.1,No,ENV20093.1,APPK01000054.1,-,255916,256746,+,101.0,931.0,24277043,,,blaOXA-300,2024-01-31.1,Acinetobacter bereziniae,OXA-229 family carbapenem-hydrolyzing class D beta-lactamase OXA-300,Acinetobacter bereziniae,Acinetobacter bereziniae NIPH 3 blaOXA,OXA-229 family carbapenem-hydrolyzing class D beta-lactamase OXA-300,,Acinetobacter bereziniae NIPH 3,taxon:1217651,Acinetobacter bereziniae NIPH 3,NIPH 3,Acinetobacter bereziniae NIPH 3,NIPH 3,taxon:1217651,Acinetobacter bereziniae NIPH 3,http://www.wikidata.org/entity/Q16824964
blaOXA-301,blaOXA,,OXA-229 family carbapenem-hydrolyzing class D beta-lactamase OXA-301,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_005034514.1,NG_049597.1,No,ENV90372.1,APQG01000050.1,-,21328,22158,+,101.0,931.0,24277043,,,blaOXA-301,2024-01-31.1,Acinetobacter bereziniae,OXA-229 family carbapenem-hydrolyzing class D beta-lactamase OXA-301,Acinetobacter bereziniae,Acinetobacter bereziniae LMG 1003 = CIP 70.12 blaOXA,OXA-229 family carbapenem-hydrolyzing class D beta-lactamase OXA-301,,Acinetobacter bereziniae LMG 1003 = CIP 70.12,taxon:981324,Acinetobacter bereziniae LMG 1003 = CIP 70.12,CIP 70.12,Acinetobacter bereziniae LMG 1003 = CIP 70.12,CIP 70.12,taxon:981324,Acinetobacter bereziniae LMG 1003 = CIP 70.12,http://www.wikidata.org/entity/Q16824964
blaOXA-337,blaOXA,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-337,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_032025569.1,NG_049629.1,No,EXR49497.1,JFXH01000005.1,+,162006,162830,+,101.0,925.0,,,,blaOXA-337,2024-01-31.1,Acinetobacter baumannii,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-337,Acinetobacter baumannii,Acinetobacter baumannii 1391434 blaOXA,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-337,,Acinetobacter baumannii 1391434,taxon:1310762,Acinetobacter baumannii 1391434,1391434,Acinetobacter baumannii 1391434,1391434,taxon:1310762,Acinetobacter baumannii 1391434,http://www.wikidata.org/entity/Q3241189
blaOXA-441,blaOXA,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-441,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_032037742.1,NG_049727.1,No,KCY13953.1,JMOD01000112.1,-,6767,7591,+,101.0,925.0,,,,blaOXA-441,2024-01-31.1,Acinetobacter baumannii,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-441,Acinetobacter baumannii,Acinetobacter baumannii 21072 blaOXA,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-441,,Acinetobacter baumannii 21072,taxon:1310697,Acinetobacter baumannii 21072,21072,Acinetobacter baumannii 21072,21072,taxon:1310697,Acinetobacter baumannii 21072,http://www.wikidata.org/entity/Q3241189
blaOXA-489,blaOXA,,OXA-61 family class D beta-lactamase OXA-489,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_002791310.1,NG_049769.1,No,EIA89747.1,AINK01000040.1,+,4360,5133,+,101.0,874.0,,,,blaOXA-489,2024-01-31.1,Campylobacter,OXA-61 family class D beta-lactamase OXA-489,Campylobacter,Campylobacter coli 37/05 blaOXA,OXA-61 family class D beta-lactamase OXA-489,,Campylobacter coli 37/05,taxon:887301,Campylobacter coli 37/05,37/05,Campylobacter coli 37/05,37/05,taxon:887301,Campylobacter coli 37/05,http://www.wikidata.org/entity/Q1031711
blaOXA-57,blaOXA,,OXA-42 family oxacillin-hydrolyzing class D beta-lactamase OXA-57,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_004547230.1,NG_049797.1,No,CAF74882.1,AJ631966.1,+,1,810,+,1.0,810.0,15793160,,,blaOXA-57,2024-01-31.1,Burkholderia,OXA-42 family oxacillin-hydrolyzing class D beta-lactamase OXA-57,Burkholderia,Burkholderia pseudomallei 576 blaOXA,OXA-42 family oxacillin-hydrolyzing class D beta-lactamase OXA-57,,Burkholderia pseudomallei 576,taxon:557724,Burkholderia pseudomallei 576,576,Burkholderia pseudomallei 576,576,taxon:557724,Burkholderia pseudomallei 576,http://www.wikidata.org/entity/Q140475
blaOXA-652,blaOXA,,OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-652,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_058951457.1,NG_059327.1,No,ALV71466.1,CP010350.1,-,15203,16027,+,101.0,925.0,,,,blaOXA-652,2024-01-31.1,Acinetobacter johnsonii,OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-652,Acinetobacter johnsonii,Acinetobacter johnsonii XBB1 blaOXA,OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-652,,Acinetobacter johnsonii XBB1,taxon:1242245,Acinetobacter johnsonii XBB1,XBB1,Acinetobacter johnsonii XBB1,XBB1,taxon:1242245,Acinetobacter johnsonii XBB1,http://www.wikidata.org/entity/Q16991480
